Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
239.255.255.250-10.5.171.251-1900-56302-17,10.5.171.251,56302,239.255.255.250,1900,17,13/09/2023 08:42:09 AM,3075438,2,1,350.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,170.70739192271148,0.9754708109869228,1537719.0,441726.7777801115,1850067.0,1225371.0,1225371.0,1225371.0,0.0,1225371.0,1225371.0,0,0,0,0,0,0,0,0,0,16,8,0.6503138739912818,0.3251569369956409,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,233.33333333333334,175.0,175.0,0,0,0,0,0,0,2,350,1,175,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.128.28-1900-56839-17,10.5.128.28,56839,239.255.255.250,1900,17,13/09/2023 08:41:28 AM,10037201,5,1,625.0,125.0,125.0,125.0,125.0,0.0,125.0,125.0,125.0,0.0,74.72202658888669,0.5977762127110935,2007440.2,52571.213094240105,2063121.0,1942804.0,8076647.0,2019161.75,52621.39962901658,2063121.0,1942804.0,0,0,0,0,0,0,0,0,0,40,8,0.49814684392591124,0.09962936878518225,125.0,125.0,125.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,145.83333333333334,125.0,125.0,0,0,0,0,0,0,5,625,1,125,-1,-1,5,0,0,0,0,0,0,0,0,0,No Label
10.3.103.143-10.5.254.223-0-0-0,10.5.254.223,0,10.3.103.143,0,0,13/09/2023 08:41:42 AM,1009508,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.981163101233472,1009508.0,0.0,1009508.0,1009508.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990581550616736,0.990581550616736,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.202.179-1900-59729-17,10.5.202.179,59729,239.255.255.250,1900,17,13/09/2023 08:41:32 AM,1947601,2,1,340.0,170.0,170.0,170.0,170.0,0.0,170.0,170.0,170.0,0.0,261.8606172414165,1.5403565720083323,973800.5,90769.17618057354,1037984.0,909617.0,909617.0,909617.0,0.0,909617.0,909617.0,0,0,0,0,0,0,0,0,0,16,8,1.0269043813388883,0.5134521906694441,170.0,170.0,170.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,226.66666666666666,170.0,170.0,0,0,0,0,0,0,2,340,1,170,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.161.173-1900-1900-17,10.5.161.173,1900,239.255.255.250,1900,17,13/09/2023 08:41:55 AM,8371694,10,1,4788.0,507.0,507.0,441.0,478.8,29.15399724832867,507.0,507.0,507.0,0.0,632.4884784369806,1.3139515132779578,837169.4,763659.7287365914,1953982.0,14603.0,8079043.0,897671.4444444443,784150.8837008206,1953982.0,14603.0,0,0,0,0,0,0,0,0,0,80,8,1.1945013757072345,0.11945013757072344,441.0,507.0,483.5,28.564122442481775,815.9090909090911,0,0,0,0,0,0,0,0,0.0,527.4545454545455,478.8,507.0,0,0,0,0,0,0,10,4788,1,507,-1,-1,10,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.175.33-1900-53620-17,10.5.175.33,53620,239.255.255.250,1900,17,13/09/2023 08:41:34 AM,3040989,3,1,528.0,176.0,176.0,176.0,176.0,0.0,176.0,176.0,176.0,0.0,231.50363253533635,1.3153615484962293,1013663.0,19277.49799636872,1027558.0,991655.0,2049334.0,1024667.0,4088.491408820618,1027558.0,1021776.0,0,0,0,0,0,0,0,0,0,24,8,0.9865211613721719,0.32884038712405733,176.0,176.0,176.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,220.0,176.0,176.0,0,0,0,0,0,0,3,528,1,176,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
224.0.0.252-10.5.223.189-5355-59046-17,10.5.223.189,59046,224.0.0.252,5355,17,13/09/2023 08:42:06 AM,403233,1,1,22.0,22.0,22.0,22.0,22.0,0.0,22.0,22.0,22.0,0.0,109.11805333392851,4.959911515178569,403233.0,0.0,403233.0,403233.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.4799557575892845,2.4799557575892845,22.0,22.0,22.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,33.0,22.0,22.0,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
10.5.254.223-40.99.34.242-61632-443-17,10.5.254.223,61632,40.99.34.242,443,17,13/09/2023 08:41:26 AM,53306440,86,128,11291.0,70143.0,1250.0,35.0,131.29069767441868,300.8993916784292,1472.0,28.0,547.9921875000001,685.1178011942818,1527.6578214564693,4.014524323890321,250264.97652582155,657142.3617897693,5937337.0,-115.0,5.123955E7,602818.2352941176,1025793.5884092682,6107993.0,33.0,5.330644E7,419735.74803149607,872197.220254985,5994433.0,0.0,0,0,0,0,688,1024,1.6133135133391012,2.40121081055122,28.0,1472.0,378.92558139534884,597.3413323495943,356816.66733318847,0,0,0,0,0,0,0,0,1.0,380.696261682243,131.2906976744186,547.9921875,0,0,0,0,0,0,86,11291,128,70143,-1,-1,86,0,1.6492943E7,5652932.63528392,2.049017E7,1.2495716E7,5665475.5,384470.2203870932,5937337.0,5393614.0,No Label
239.255.255.250-10.5.212.202-1900-52116-17,10.5.212.202,52116,239.255.255.250,1900,17,13/09/2023 08:41:38 AM,3056775,3,1,525.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,228.9995174653025,1.3085686712303,1018925.0,8413.935999281193,1028458.0,1012535.0,2044240.0,1022120.0,8963.285558320677,1028458.0,1015782.0,0,0,0,0,0,0,0,0,0,24,8,0.981426503422725,0.327142167807575,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,218.75,175.0,175.0,0,0,0,0,0,0,3,525,1,175,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.178.96-1900-56137-17,10.5.178.96,56137,239.255.255.250,1900,17,13/09/2023 08:41:38 AM,2977429,2,1,350.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,176.32662273390903,1.007580701336623,1488714.5,767443.4957184144,2031379.0,946050.0,2031379.0,2031379.0,0.0,2031379.0,2031379.0,0,0,0,0,0,0,0,0,0,16,8,0.6717204675577487,0.33586023377887436,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,233.33333333333334,175.0,175.0,0,0,0,0,0,0,2,350,1,175,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.215.27-1900-58260-17,10.5.215.27,58260,239.255.255.250,1900,17,13/09/2023 08:41:41 AM,2233436,2,1,350.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,235.06382094673856,1.343221833981363,1116718.0,140506.3600624541,1216071.0,1017365.0,1216071.0,1216071.0,0.0,1216071.0,1216071.0,0,0,0,0,0,0,0,0,0,16,8,0.8954812226542421,0.44774061132712106,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,233.33333333333334,175.0,175.0,0,0,0,0,0,0,2,350,1,175,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.168.78-1900-44333-17,10.5.168.78,44333,239.255.255.250,1900,17,13/09/2023 08:41:47 AM,713873,2,1,250.0,125.0,125.0,125.0,125.0,0.0,125.0,125.0,125.0,0.0,525.3035203740721,4.202428162992577,356936.5,64973.92080288829,402880.0,310993.0,402880.0,402880.0,0.0,402880.0,402880.0,0,0,0,0,0,0,0,0,0,16,8,2.801618775328385,1.4008093876641925,125.0,125.0,125.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,166.66666666666666,125.0,125.0,0,0,0,0,0,0,2,250,1,125,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.201.102-1900-40467-17,10.5.201.102,40467,239.255.255.250,1900,17,13/09/2023 08:41:58 AM,370626,1,1,125.0,125.0,125.0,125.0,125.0,0.0,125.0,125.0,125.0,0.0,674.5344363320436,5.396275490656349,370626.0,0.0,370626.0,370626.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.6981377453281743,2.6981377453281743,125.0,125.0,125.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,187.5,125.0,125.0,0,0,0,0,0,0,1,125,1,125,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.95.245-1900-51582-17,10.5.95.245,51582,239.255.255.250,1900,17,13/09/2023 08:41:27 AM,994447,1,1,175.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,351.9544027987414,2.011168015992808,994447.0,0.0,994447.0,994447.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1.005584007996404,1.005584007996404,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,262.5,175.0,175.0,0,0,0,0,0,0,1,175,1,175,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
10.5.254.223-35.208.249.213-51971-443-6,35.208.249.213,443,10.5.254.223,51971,6,13/09/2023 08:41:47 AM,1045,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1913.8755980861245,1045.0,0.0,1045.0,1045.0,0,0,0,0,0,1045.0,1045.0,0.0,1045.0,1045.0,0,0,0,0,0,40,0.0,1913.8755980861245,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,511,0,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.138.210-1900-53261-17,10.5.138.210,53261,239.255.255.250,1900,17,13/09/2023 08:41:59 AM,2962822,2,1,350.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,177.19593009637433,1.012548171979282,1481411.0,683499.3141898535,1964718.0,998104.0,998104.0,998104.0,0.0,998104.0,998104.0,0,0,0,0,0,0,0,0,0,16,8,0.6750321146528546,0.3375160573264273,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,233.33333333333334,175.0,175.0,0,0,0,0,0,0,2,350,1,175,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.95.17-1900-61492-17,10.5.95.17,61492,239.255.255.250,1900,17,13/09/2023 08:42:11 AM,3126269,3,1,525.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,223.90907500282285,1.2794804285875592,1042089.6666666666,16883.949962414994,1058902.0,1025135.0,2101134.0,1050567.0,11787.470042379748,1058902.0,1042232.0,0,0,0,0,0,0,0,0,0,24,8,0.9596103214406693,0.3198701071468898,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,218.75,175.0,175.0,0,0,0,0,0,0,3,525,1,175,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.225.208-1900-63507-17,10.5.225.208,63507,239.255.255.250,1900,17,13/09/2023 08:42:03 AM,1844372,2,1,350.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,284.6497344353525,1.6265699110591574,922186.0,132200.68381063693,1015666.0,828706.0,1015666.0,1015666.0,0.0,1015666.0,1015666.0,0,0,0,0,0,0,0,0,0,16,8,1.084379940706105,0.5421899703530525,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,233.33333333333334,175.0,175.0,0,0,0,0,0,0,2,350,1,175,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.107.157-1900-56802-17,10.5.107.157,56802,239.255.255.250,1900,17,13/09/2023 08:42:04 AM,2075728,2,1,350.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,252.9233117248503,1.4452760669991445,1037864.0,164375.45656818722,1154095.0,921633.0,921633.0,921633.0,0.0,921633.0,921633.0,0,0,0,0,0,0,0,0,0,16,8,0.9635173779994297,0.48175868899971486,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,233.33333333333334,175.0,175.0,0,0,0,0,0,0,2,350,1,175,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.168.78-1900-42087-17,10.5.168.78,42087,239.255.255.250,1900,17,13/09/2023 08:42:17 AM,556994,2,1,250.0,125.0,125.0,125.0,125.0,0.0,125.0,125.0,125.0,0.0,673.2568034844181,5.3860544278753455,278497.0,125569.43641666949,367288.0,189706.0,189706.0,189706.0,0.0,189706.0,189706.0,0,0,0,0,0,0,0,0,0,16,8,3.5907029519168967,1.7953514759584484,125.0,125.0,125.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,166.66666666666666,125.0,125.0,0,0,0,0,0,0,2,250,1,125,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.246.126-1900-50232-17,10.5.246.126,50232,239.255.255.250,1900,17,13/09/2023 08:42:13 AM,3349196,1,1,175.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,104.50269258651927,0.5971582433515387,3349196.0,0.0,3349196.0,3349196.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.29857912167576933,0.29857912167576933,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,262.5,175.0,175.0,0,0,0,0,0,0,1,175,1,175,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
10.5.254.223-23.3.70.82-52126-443-6,23.3.70.82,443,10.5.254.223,52126,6,13/09/2023 08:42:12 AM,0,1,1,0.0,24.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0.0,0.0,0.0,24.0,16.0,13.856406460551018,192.0,0,0,0,1,1,0,0,0,1.0,24.0,0.0,24.0,0,0,0,0,0,0,1,0,1,24,-1,501,0,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.214.63-1900-63297-17,10.5.214.63,63297,239.255.255.250,1900,17,13/09/2023 08:41:54 AM,2234692,2,1,350.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,234.93170423485654,1.3424668813420373,1117346.0,417775.65688776074,1412758.0,821934.0,821934.0,821934.0,0.0,821934.0,821934.0,0,0,0,0,0,0,0,0,0,16,8,0.8949779208946915,0.44748896044734576,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,233.33333333333334,175.0,175.0,0,0,0,0,0,0,2,350,1,175,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.169.30-1900-41323-17,10.5.169.30,41323,239.255.255.250,1900,17,13/09/2023 08:41:28 AM,49163676,11,1,1375.0,125.0,125.0,125.0,125.0,0.0,125.0,125.0,125.0,0.0,30.510330431760227,0.24408264345408182,4469425.090909091,3731315.8080603275,1.1473559E7,1937735.0,4.7224516E7,4722451.600000001,3832386.999443158,1.1473559E7,1937735.0,0,0,0,0,0,0,0,0,0,88,8,0.22374242316624166,0.02034022028784015,125.0,125.0,125.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,135.41666666666666,125.0,125.0,0,0,0,0,0,0,11,1375,1,125,-1,-1,11,0,2911268.5,1365602.0924868635,3876895.0,1945642.0,8757837.75,2801363.162192694,1.1473559E7,5122823.0,No Label
239.255.255.250-10.5.130.55-1900-56189-17,10.5.130.55,56189,239.255.255.250,1900,17,13/09/2023 08:41:56 AM,2885715,2,1,350.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,181.9306480369683,1.0396037030683905,1442857.5,582850.4420625415,1854995.0,1030720.0,1030720.0,1030720.0,0.0,1030720.0,1030720.0,0,0,0,0,0,0,0,0,0,16,8,0.6930691353789269,0.34653456768946345,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,233.33333333333334,175.0,175.0,0,0,0,0,0,0,2,350,1,175,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.217.188-1900-49307-17,10.5.217.188,49307,239.255.255.250,1900,17,13/09/2023 08:42:15 AM,3150267,2,1,350.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,166.65254087986827,0.9523002335992473,1575133.5,1138155.539463961,2379931.0,770336.0,770336.0,770336.0,0.0,770336.0,770336.0,0,0,0,0,0,0,0,0,0,16,8,0.6348668223994982,0.3174334111997491,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,233.33333333333334,175.0,175.0,0,0,0,0,0,0,2,350,1,175,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.223.191-1900-54029-17,10.5.223.191,54029,239.255.255.250,1900,17,13/09/2023 08:41:32 AM,2980926,3,1,525.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,234.82635932592757,1.3418649104338718,993642.0,66119.47223776064,1039199.0,917805.0,1941727.0,970863.5,75036.05029917286,1023922.0,917805.0,0,0,0,0,0,0,0,0,0,24,8,1.006398682825404,0.33546622760846795,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,218.75,175.0,175.0,0,0,0,0,0,0,3,525,1,175,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
10.5.254.223-23.3.70.82-52126-443-6,10.5.254.223,52126,23.3.70.82,443,6,13/09/2023 08:42:12 AM,73247,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.957308831761026,36623.5,51674.65646233171,73163.0,84.0,0,0,0,0,0,73247.0,73247.0,0.0,73247.0,73247.0,0,0,0,0,20,40,13.652436277253674,27.304872554507348,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,-1,501,0,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.150.192-1900-58817-17,10.5.150.192,58817,239.255.255.250,1900,17,13/09/2023 08:41:56 AM,2954655,3,1,525.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,236.91429287006437,1.3537959592575106,984885.0,52066.645906952755,1028509.0,927245.0,1955754.0,977877.0,71604.46109007455,1028509.0,927245.0,0,0,0,0,0,0,0,0,0,24,8,1.015346969443133,0.33844898981437765,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,218.75,175.0,175.0,0,0,0,0,0,0,3,525,1,175,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.168.164-1900-59125-17,10.5.168.164,59125,239.255.255.250,1900,17,13/09/2023 08:42:03 AM,2893796,2,1,350.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,181.4226020078817,1.0367005829021811,1446898.0,866443.3948319994,2059566.0,834230.0,834230.0,834230.0,0.0,834230.0,834230.0,0,0,0,0,0,0,0,0,0,16,8,0.6911337219347874,0.3455668609673937,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,233.33333333333334,175.0,175.0,0,0,0,0,0,0,2,350,1,175,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.245.203-1900-50386-17,10.5.245.203,50386,239.255.255.250,1900,17,13/09/2023 08:42:09 AM,2939414,2,1,350.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,178.6070284757438,1.0206115912899645,1469707.0,532833.243895311,1846477.0,1092937.0,1092937.0,1092937.0,0.0,1092937.0,1092937.0,0,0,0,0,0,0,0,0,0,16,8,0.680407727526643,0.3402038637633215,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,233.33333333333334,175.0,175.0,0,0,0,0,0,0,2,350,1,175,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.214.155-1900-62138-17,10.5.214.155,62138,239.255.255.250,1900,17,13/09/2023 08:41:37 AM,14852015,9,1,1213.0,137.0,137.0,127.0,134.77777777777777,4.409585518440986,137.0,137.0,137.0,0.0,90.89675710669563,0.673309311901449,1650223.888888889,2088169.6137821542,6047548.0,1403.0,1.4746613E7,1843326.625,2144722.2492649877,6047548.0,1403.0,0,0,0,0,0,0,0,0,0,72,8,0.6059783807113042,0.06733093119014491,127.0,137.0,135.1818181818182,4.045199174779455,16.363636363636385,0,0,0,0,0,0,0,0,0.0,148.7,134.77777777777777,137.0,0,0,0,0,0,0,9,1213,1,137,-1,-1,9,0,5627035.0,0.0,5627035.0,5627035.0,6047548.0,0.0,6047548.0,6047548.0,No Label
239.255.255.250-10.5.220.177-1900-58640-17,10.5.220.177,58640,239.255.255.250,1900,17,13/09/2023 08:41:57 AM,2906256,2,1,350.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,180.64478834624342,1.0322559334071053,1453128.0,846302.1652766818,2051554.0,854702.0,2051554.0,2051554.0,0.0,2051554.0,2051554.0,0,0,0,0,0,0,0,0,0,16,8,0.6881706222714035,0.34408531113570173,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,233.33333333333334,175.0,175.0,0,0,0,0,0,0,2,350,1,175,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.232.119-1900-63792-17,10.5.232.119,63792,239.255.255.250,1900,17,13/09/2023 08:42:04 AM,2021388,2,1,350.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,259.7225272931273,1.484128727389299,1010694.0,23741.81728511952,1027482.0,993906.0,1027482.0,1027482.0,0.0,1027482.0,1027482.0,0,0,0,0,0,0,0,0,0,16,8,0.9894191515928659,0.49470957579643293,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,233.33333333333334,175.0,175.0,0,0,0,0,0,0,2,350,1,175,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.99.159-1900-59865-17,10.5.99.159,59865,239.255.255.250,1900,17,13/09/2023 08:41:31 AM,3066269,2,1,350.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,171.2178546631101,0.9783877409320578,1533134.5,725840.1611405227,2046381.0,1019888.0,1019888.0,1019888.0,0.0,1019888.0,1019888.0,0,0,0,0,0,0,0,0,0,16,8,0.6522584939547051,0.32612924697735257,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,233.33333333333334,175.0,175.0,0,0,0,0,0,0,2,350,1,175,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.250.70-1900-49705-17,10.5.250.70,49705,239.255.255.250,1900,17,13/09/2023 08:41:37 AM,2060988,2,1,350.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,254.73219640289025,1.4556125508736586,1030494.0,154200.1899869128,1139530.0,921458.0,1139530.0,1139530.0,0.0,1139530.0,1139530.0,0,0,0,0,0,0,0,0,0,16,8,0.9704083672491057,0.48520418362455286,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,233.33333333333334,175.0,175.0,0,0,0,0,0,0,2,350,1,175,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.96.153-1900-63177-17,10.5.96.153,63177,239.255.255.250,1900,17,13/09/2023 08:42:04 AM,2044828,2,1,350.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,256.7453106080316,1.4671160606173235,1022414.0,142991.13329154364,1123524.0,921304.0,1123524.0,1123524.0,0.0,1123524.0,1123524.0,0,0,0,0,0,0,0,0,0,16,8,0.9780773737448822,0.4890386868724411,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,233.33333333333334,175.0,175.0,0,0,0,0,0,0,2,350,1,175,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.215.138-1900-60058-17,10.5.215.138,60058,239.255.255.250,1900,17,13/09/2023 08:42:13 AM,1933041,2,1,350.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,271.59279084095994,1.5519588048054853,966520.5,80742.4020233483,1023614.0,909427.0,909427.0,909427.0,0.0,909427.0,909427.0,0,0,0,0,0,0,0,0,0,16,8,1.0346392032036569,0.5173196016018284,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,233.33333333333334,175.0,175.0,0,0,0,0,0,0,2,350,1,175,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.166.138-1900-61599-17,10.5.166.138,61599,239.255.255.250,1900,17,13/09/2023 08:41:27 AM,813911,1,1,175.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,430.02244717174233,2.4572711266956704,813911.0,0.0,813911.0,813911.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1.2286355633478352,1.2286355633478352,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,262.5,175.0,175.0,0,0,0,0,0,0,1,175,1,175,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.241.6-3702-58798-17,10.5.241.6,58798,239.255.255.250,3702,17,13/09/2023 08:41:33 AM,1148117,3,1,3237.0,1079.0,1079.0,1079.0,1079.0,0.0,1079.0,1079.0,1079.0,0.0,3759.198757617908,3.4839654843539463,382705.6666666667,62155.29215065547,434234.0,313676.0,834441.0,417220.5,24060.722443434654,434234.0,400207.0,0,0,0,0,0,0,0,0,0,24,8,2.6129741132654596,0.8709913710884866,1079.0,1079.0,1079.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1348.75,1079.0,1079.0,0,0,0,0,0,0,3,3237,1,1079,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
