Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
239.255.255.250-10.5.202.67-1900-52867-17,10.5.202.67,52867,239.255.255.250,1900,17,13/09/2023 08:41:56 AM,3053324,3,1,525.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,229.25834271109127,1.3100476726348071,1017774.6666666666,22022.69362120205,1033603.0,992624.0,2060700.0,1030350.0,4600.436718399678,1033603.0,1027097.0,0,0,0,0,0,0,0,0,0,24,8,0.9825357544761054,0.3275119181587018,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,218.75,175.0,175.0,0,0,0,0,0,0,3,525,1,175,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
199.232.21.44-10.5.254.223-443-51951-6,10.5.254.223,51951,199.232.21.44,443,6,13/09/2023 08:41:41 AM,125284,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,15.963730404520927,125284.0,0.0,125284.0,125284.0,0,0,0,0,0,125284.0,125284.0,0.0,125284.0,125284.0,0,0,0,0,0,40,0.0,15.963730404520927,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,290,0,0,0,0,0,0,0,0,0,0,No Label
255.255.255.255-10.5.143.32-22222-56534-17,10.5.143.32,56534,255.255.255.255,22222,17,13/09/2023 08:41:37 AM,9202675,3,1,84.0,28.0,28.0,28.0,28.0,0.0,28.0,28.0,28.0,0.0,12.1703743748421,0.4346562276729321,3067558.3333333335,86200.63327686946,3157047.0,2985073.0,6142120.0,3071060.0,121603.98158777533,3157047.0,2985073.0,0,0,0,0,0,0,0,0,0,24,8,0.32599217075469905,0.10866405691823303,28.0,28.0,28.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,35.0,28.0,28.0,0,0,0,0,0,0,3,84,1,28,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.227.235-1900-59207-17,10.5.227.235,59207,239.255.255.250,1900,17,13/09/2023 08:41:47 AM,1034208,1,1,175.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,338.4232185401776,1.9338469630867292,1034208.0,0.0,1034208.0,1034208.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.9669234815433646,0.9669234815433646,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,262.5,175.0,175.0,0,0,0,0,0,0,1,175,1,175,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
10.3.109.198-10.5.254.223-0-0-0,10.5.254.223,0,10.3.109.198,0,0,13/09/2023 08:41:38 AM,11095223,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3605155119459969,3698407.666666667,4658347.879877621,9077404.0,1006959.0,1.0084363E7,5042181.5,5706666.386693067,9077404.0,1006959.0,0,0,0,0,0,0,0,0,0,0,0,0.2703866339594977,0.09012887798649923,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,-1,-1,0,0,1010860.0,0.0,1010860.0,1010860.0,9077404.0,0.0,9077404.0,9077404.0,No Label
224.0.0.252-10.5.139.203-5355-59528-17,10.5.139.203,59528,224.0.0.252,5355,17,13/09/2023 08:41:44 AM,415689,1,1,26.0,26.0,26.0,26.0,26.0,0.0,26.0,26.0,26.0,0.0,125.09351943399994,4.811289208999998,415689.0,0.0,415689.0,415689.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.405644604499999,2.405644604499999,26.0,26.0,26.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,39.0,26.0,26.0,0,0,0,0,0,0,1,26,1,26,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.254.115-1900-58525-17,10.5.254.115,58525,239.255.255.250,1900,17,13/09/2023 08:41:52 AM,1901676,1,1,175.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,184.04817645066774,1.0517038654323871,1901676.0,0.0,1901676.0,1901676.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.5258519327161936,0.5258519327161936,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,262.5,175.0,175.0,0,0,0,0,0,0,1,175,1,175,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.219.112-1900-54666-17,10.5.219.112,54666,239.255.255.250,1900,17,13/09/2023 08:41:39 AM,2785067,2,1,350.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,188.50533936885537,1.0771733678220308,1392533.5,634999.5671750493,1841546.0,943521.0,943521.0,943521.0,0.0,943521.0,943521.0,0,0,0,0,0,0,0,0,0,16,8,0.7181155785480206,0.3590577892740103,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,233.33333333333334,175.0,175.0,0,0,0,0,0,0,2,350,1,175,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.113.139-1900-52318-17,10.5.113.139,52318,239.255.255.250,1900,17,13/09/2023 08:41:37 AM,7990173,9,1,1110.0,122.0,125.0,122.0,123.33333333333333,1.58113883008419,122.0,122.0,122.0,0.0,154.18940240718192,1.251537357201152,887797.0,1052925.6762840622,2053041.0,0.0,7990173.0,998771.625,1067875.9549328268,2053041.0,0.0,0,0,0,0,0,0,0,0,0,72,8,1.1263836214810368,0.12515373572011518,122.0,125.0,123.0909090909091,1.5135749373285385,2.2909090909090892,0,0,0,0,0,0,0,0,0.0,135.4,123.33333333333333,122.0,0,0,0,0,0,0,9,1110,1,122,-1,-1,9,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.83.156-1900-50589-17,10.5.83.156,50589,239.255.255.250,1900,17,13/09/2023 08:42:02 AM,2910620,1,1,175.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,120.24929396485972,0.6871388226563412,2910620.0,0.0,2910620.0,2910620.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.3435694113281706,0.3435694113281706,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,262.5,175.0,175.0,0,0,0,0,0,0,1,175,1,175,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
10.3.210.64-10.5.254.223-0-0-0,10.5.254.223,0,10.3.210.64,0,0,13/09/2023 08:41:56 AM,1007688,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9847413088178087,1007688.0,0.0,1007688.0,1007688.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9923706544089044,0.9923706544089044,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.207.112-1900-60332-17,10.5.207.112,60332,239.255.255.250,1900,17,13/09/2023 08:41:36 AM,3073348,3,1,513.0,171.0,171.0,171.0,171.0,0.0,171.0,171.0,171.0,0.0,222.5585908266815,1.301512227056617,1024449.3333333334,752.1238816400748,1025317.0,1023983.0,2048031.0,1024015.5,45.96194077712559,1024048.0,1023983.0,0,0,0,0,0,0,0,0,0,24,8,0.9761341702924627,0.32537805676415427,171.0,171.0,171.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,213.75,171.0,171.0,0,0,0,0,0,0,3,513,1,171,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
224.0.0.252-10.5.222.61-5355-50320-17,10.5.222.61,50320,224.0.0.252,5355,17,13/09/2023 08:41:30 AM,402011,1,1,22.0,22.0,22.0,22.0,22.0,0.0,22.0,22.0,22.0,0.0,109.44974142498589,4.974988246590267,402011.0,0.0,402011.0,402011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.4874941232951335,2.4874941232951335,22.0,22.0,22.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,33.0,22.0,22.0,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.163.236-1900-42752-17,10.5.163.236,42752,239.255.255.250,1900,17,13/09/2023 08:41:26 AM,5924067,2,1,250.0,125.0,125.0,125.0,125.0,0.0,125.0,125.0,125.0,0.0,63.3011071616847,0.5064088572934776,2962033.5,1420295.3877980805,3966334.0,1957733.0,3966334.0,3966334.0,0.0,3966334.0,3966334.0,0,0,0,0,0,0,0,0,0,16,8,0.3376059048623184,0.1688029524311592,125.0,125.0,125.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,166.66666666666666,125.0,125.0,0,0,0,0,0,0,2,250,1,125,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.104.143-1900-53051-17,10.5.104.143,53051,239.255.255.250,1900,17,13/09/2023 08:41:29 AM,3065850,3,1,525.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,228.32167261933884,1.3046952721105076,1021950.0,64438.50287677391,1085723.0,956866.0,1980127.0,990063.5,46948.35473688082,1023261.0,956866.0,0,0,0,0,0,0,0,0,0,24,8,0.9785214540828807,0.3261738180276269,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,218.75,175.0,175.0,0,0,0,0,0,0,3,525,1,175,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
224.0.0.252-10.5.227.235-5355-53856-17,10.5.227.235,53856,224.0.0.252,5355,17,13/09/2023 08:41:42 AM,327617,1,1,22.0,22.0,22.0,22.0,22.0,0.0,22.0,22.0,22.0,0.0,134.30316497617645,6.10468931709893,327617.0,0.0,327617.0,327617.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3.052344658549465,3.052344658549465,22.0,22.0,22.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,33.0,22.0,22.0,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.205.65-1900-62452-17,10.5.205.65,62452,239.255.255.250,1900,17,13/09/2023 08:42:15 AM,1910863,1,1,175.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,183.16331416747303,1.0466475095284173,1910863.0,0.0,1910863.0,1910863.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.5233237547642087,0.5233237547642087,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,262.5,175.0,175.0,0,0,0,0,0,0,1,175,1,175,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.141.35-1900-57769-17,10.5.141.35,57769,239.255.255.250,1900,17,13/09/2023 08:42:14 AM,3305393,2,1,350.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,158.83134017649337,0.9076076581513908,1652696.5,1052520.665621583,2396941.0,908452.0,2396941.0,2396941.0,0.0,2396941.0,2396941.0,0,0,0,0,0,0,0,0,0,16,8,0.6050717721009272,0.3025358860504636,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,233.33333333333334,175.0,175.0,0,0,0,0,0,0,2,350,1,175,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
224.0.0.252-10.5.227.235-5355-61340-17,10.5.227.235,61340,224.0.0.252,5355,17,13/09/2023 08:41:33 AM,400634,1,1,22.0,22.0,22.0,22.0,22.0,0.0,22.0,22.0,22.0,0.0,109.82592590743671,4.992087541247123,400634.0,0.0,400634.0,400634.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.4960437706235616,2.4960437706235616,22.0,22.0,22.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,33.0,22.0,22.0,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.212.137-1900-59214-17,10.5.212.137,59214,239.255.255.250,1900,17,13/09/2023 08:41:40 AM,2971372,3,1,525.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,235.58140818450195,1.3461794753400111,990457.3333333334,59745.20922495236,1026876.0,921506.0,1948382.0,974191.0,74507.84153362652,1026876.0,921506.0,0,0,0,0,0,0,0,0,0,24,8,1.0096346065050084,0.3365448688350028,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,218.75,175.0,175.0,0,0,0,0,0,0,3,525,1,175,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
172.16.116.14-10.5.254.223-53-58553-17,10.5.254.223,58553,172.16.116.14,53,17,13/09/2023 08:41:28 AM,496115,1,3,41.0,1027.0,41.0,41.0,41.0,0.0,493.0,41.0,342.3333333333333,260.96232167371085,2152.7266863529626,8.062646765366901,165371.66666666666,86297.50755574192,216358.0,65733.0,0,0,0,0,0,496115.0,248057.5,257845.78065289336,430382.0,65733.0,0,0,0,0,8,24,2.0156616913417253,6.046985074025176,41.0,493.0,221.8,247.5705959923351,61291.2,0,0,0,0,0,0,0,0,3.0,277.25,41.0,342.3333333333333,0,0,0,0,0,0,1,41,3,1027,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.246.243-1900-43233-17,10.5.246.243,43233,239.255.255.250,1900,17,13/09/2023 08:41:46 AM,33378746,11,1,1375.0,125.0,125.0,125.0,125.0,0.0,125.0,125.0,125.0,0.0,44.93877630993088,0.35951021047944703,3034431.4545454546,2024650.3290907475,8087380.0,1432159.0,3.1205521E7,3120552.0999999996,2112824.474430874,8087380.0,1432159.0,0,0,0,0,0,0,0,0,0,88,8,0.32955102627282645,0.029959184206620585,125.0,125.0,125.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,135.41666666666666,125.0,125.0,0,0,0,0,0,0,11,1375,1,125,-1,-1,11,0,9964547.0,2930653.552102329,1.2036832E7,7892262.0,6724826.0,1926942.3462657102,8087380.0,5362272.0,No Label
239.255.255.250-10.5.153.79-1900-64484-17,10.5.153.79,64484,239.255.255.250,1900,17,13/09/2023 08:41:26 AM,1214333,1,1,175.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,288.2240703332611,1.646994687618635,1214333.0,0.0,1214333.0,1214333.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.8234973438093175,0.8234973438093175,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,262.5,175.0,175.0,0,0,0,0,0,0,1,175,1,175,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.115.138-1900-57492-17,10.5.115.138,57492,239.255.255.250,1900,17,13/09/2023 08:41:52 AM,2722054,1,1,175.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,128.57937425194356,0.7347392814396776,2722054.0,0.0,2722054.0,2722054.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.3673696407198388,0.3673696407198388,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,262.5,175.0,175.0,0,0,0,0,0,0,1,175,1,175,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.167.89-1900-58016-17,10.5.167.89,58016,239.255.255.250,1900,17,13/09/2023 08:42:15 AM,1912110,1,1,175.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,183.04386253928905,1.0459649287959374,1912110.0,0.0,1912110.0,1912110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.5229824643979687,0.5229824643979687,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,262.5,175.0,175.0,0,0,0,0,0,0,1,175,1,175,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.174.211-1900-55121-17,10.5.174.211,55121,239.255.255.250,1900,17,13/09/2023 08:41:47 AM,3067815,2,1,350.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,171.13157084113612,0.9778946905207778,1533907.5,731385.2925185877,2051075.0,1016740.0,1016740.0,1016740.0,0.0,1016740.0,1016740.0,0,0,0,0,0,0,0,0,0,16,8,0.6519297936805185,0.32596489684025926,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,233.33333333333334,175.0,175.0,0,0,0,0,0,0,2,350,1,175,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
10.3.123.244-10.5.254.223-0-0-0,10.5.254.223,0,10.3.123.244,0,0,13/09/2023 08:42:11 AM,1134823,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.762389377021791,1134823.0,0.0,1134823.0,1134823.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8811946885108956,0.8811946885108956,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.175.221-1900-59482-17,10.5.175.221,59482,239.255.255.250,1900,17,13/09/2023 08:42:10 AM,2061239,2,1,350.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,254.70117730161326,1.4554352988663615,1030619.5,1912.7238431096112,1031972.0,1029267.0,1029267.0,1029267.0,0.0,1029267.0,1029267.0,0,0,0,0,0,0,0,0,0,16,8,0.970290199244241,0.4851450996221205,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,233.33333333333334,175.0,175.0,0,0,0,0,0,0,2,350,1,175,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.146.59-1900-50111-17,10.5.146.59,50111,239.255.255.250,1900,17,13/09/2023 08:42:10 AM,2055285,2,1,350.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,255.43902670432567,1.4596515811675752,1027642.5,141399.4359270927,1127627.0,927658.0,1127627.0,1127627.0,0.0,1127627.0,1127627.0,0,0,0,0,0,0,0,0,0,16,8,0.9731010541117169,0.48655052705585844,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,233.33333333333334,175.0,175.0,0,0,0,0,0,0,2,350,1,175,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.205.4-1900-50089-17,10.5.205.4,50089,239.255.255.250,1900,17,13/09/2023 08:41:51 AM,1031115,1,1,175.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,339.43837496302547,1.939647856931574,1031115.0,0.0,1031115.0,1031115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.969823928465787,0.969823928465787,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,262.5,175.0,175.0,0,0,0,0,0,0,1,175,1,175,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.198.94-1900-47954-17,10.5.198.94,47954,239.255.255.250,1900,17,13/09/2023 08:41:50 AM,309977,1,1,125.0,125.0,125.0,125.0,125.0,0.0,125.0,125.0,125.0,0.0,806.5114508495792,6.452091606796634,309977.0,0.0,309977.0,309977.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3.226045803398317,3.226045803398317,125.0,125.0,125.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,187.5,125.0,125.0,0,0,0,0,0,0,1,125,1,125,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.223.89-1900-53932-17,10.5.223.89,53932,239.255.255.250,1900,17,13/09/2023 08:41:36 AM,2051189,2,1,350.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,255.9491104915247,1.4625663456658553,1025594.5,130420.89604239039,1117816.0,933373.0,933373.0,933373.0,0.0,933373.0,933373.0,0,0,0,0,0,0,0,0,0,16,8,0.9750442304439035,0.48752211522195177,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,233.33333333333334,175.0,175.0,0,0,0,0,0,0,2,350,1,175,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.217.167-1900-50971-17,10.5.217.167,50971,239.255.255.250,1900,17,13/09/2023 08:42:12 AM,3191963,2,1,352.0,176.0,176.0,176.0,176.0,0.0,176.0,176.0,176.0,0.0,165.41545124426568,0.9398605184333277,1595981.5,547406.0075487846,1983056.0,1208907.0,1208907.0,1208907.0,0.0,1208907.0,1208907.0,0,0,0,0,0,0,0,0,0,16,8,0.6265736789555518,0.3132868394777759,176.0,176.0,176.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,234.66666666666666,176.0,176.0,0,0,0,0,0,0,2,352,1,176,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.98.221-1900-64956-17,10.5.98.221,64956,239.255.255.250,1900,17,13/09/2023 08:42:05 AM,2162961,2,1,350.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,242.72282301900032,1.3869875601085733,1081480.5,179218.33501207404,1208207.0,954754.0,1208207.0,1208207.0,0.0,1208207.0,1208207.0,0,0,0,0,0,0,0,0,0,16,8,0.9246583734057156,0.4623291867028578,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,233.33333333333334,175.0,175.0,0,0,0,0,0,0,2,350,1,175,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.101.87-1900-61846-17,10.5.101.87,61846,239.255.255.250,1900,17,13/09/2023 08:41:48 AM,3061701,3,1,525.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,228.63107795307252,1.3064633025889858,1020567.0,98640.57345230714,1119277.0,921996.0,2139705.0,1069852.5,69896.79821350904,1119277.0,1020428.0,0,0,0,0,0,0,0,0,0,24,8,0.9798474769417393,0.32661582564724645,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,218.75,175.0,175.0,0,0,0,0,0,0,3,525,1,175,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.166.3-1900-62514-17,10.5.166.3,62514,239.255.255.250,1900,17,13/09/2023 08:42:14 AM,909427,1,1,175.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,384.8577181016178,2.1991869605806733,909427.0,0.0,909427.0,909427.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1.0995934802903367,1.0995934802903367,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,262.5,175.0,175.0,0,0,0,0,0,0,1,175,1,175,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.156.152-1900-56174-17,10.5.156.152,56174,239.255.255.250,1900,17,13/09/2023 08:41:36 AM,3085878,1,1,175.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,113.4199083696763,0.6481137621124361,3085878.0,0.0,3085878.0,3085878.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.32405688105621805,0.32405688105621805,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,262.5,175.0,175.0,0,0,0,0,0,0,1,175,1,175,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.142.100-1900-64991-17,10.5.142.100,64991,239.255.255.250,1900,17,13/09/2023 08:42:08 AM,2047861,2,1,350.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,256.3650560267518,1.4649431772957247,1023930.5,287892.1619990721,1227501.0,820360.0,820360.0,820360.0,0.0,820360.0,820360.0,0,0,0,0,0,0,0,0,0,16,8,0.9766287848638163,0.48831439243190816,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,233.33333333333334,175.0,175.0,0,0,0,0,0,0,2,350,1,175,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.253.201-1900-52156-17,10.5.253.201,52156,239.255.255.250,1900,17,13/09/2023 08:41:47 AM,2045829,2,1,350.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,256.61968815575494,1.4663982180328856,1022914.5,140374.13109437222,1122174.0,923655.0,923655.0,923655.0,0.0,923655.0,923655.0,0,0,0,0,0,0,0,0,0,16,8,0.9775988120219237,0.48879940601096183,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,233.33333333333334,175.0,175.0,0,0,0,0,0,0,2,350,1,175,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.175.204-1900-56935-17,10.5.175.204,56935,239.255.255.250,1900,17,13/09/2023 08:41:36 AM,3075081,3,1,525.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,227.63628015001882,1.3007787437143932,1025027.0,98698.27258873379,1124309.0,926923.0,2148158.0,1074079.0,71035.94723800056,1124309.0,1023849.0,0,0,0,0,0,0,0,0,0,24,8,0.9755840577857949,0.3251946859285983,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,218.75,175.0,175.0,0,0,0,0,0,0,3,525,1,175,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
239.255.255.250-10.5.202.67-1900-52866-17,10.5.202.67,52866,239.255.255.250,1900,17,13/09/2023 08:41:56 AM,3053324,3,1,525.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,175.0,0.0,229.25834271109127,1.3100476726348071,1017774.6666666666,22022.69362120205,1033603.0,992624.0,2060700.0,1030350.0,4600.436718399678,1033603.0,1027097.0,0,0,0,0,0,0,0,0,0,24,8,0.9825357544761054,0.3275119181587018,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,218.75,175.0,175.0,0,0,0,0,0,0,3,525,1,175,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
